data_year,period,report_id,report_year,metric,dim_type,dim_value_raw,dim_value_canon,scope,unit,value,source_file,page,confidence,is_provisional
2024,FY,2024,2024,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,252600000.0,2024.pdf,12,high,TRUE
2024,FY,2024,2024,funding_by_vertical_size,vertical,SaaS,saas,all,usd,288400000.0,2024.pdf,12,high,TRUE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,25.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Biotech,biotech,all,count,5.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,17.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Energy,energy,all,count,9.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Fintech,fintech,all,count,25.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Gaming,gaming,all,count,20.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,16.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Marketingtech,marketingtech,all,count,6.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,SaaS,saas,all,count,36.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,4.0,2025.pdf,13,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,63200000.0,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,400000.0,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,8300000.000000001,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Energy,energy,all,usd,2500000.0,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,25900000.0,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,20000000.0,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,33299999.999999996,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Marketplace,marketplace,all,usd,4700000.0,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,SaaS,saas,all,usd,54200000.0,2025.pdf,12,high,FALSE
2020,FY,2025,2025,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,0.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,49.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Biotech,biotech,all,count,10.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,33.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Energy,energy,all,count,11.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Fintech,fintech,all,count,40.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Gaming,gaming,all,count,54.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,23.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Marketingtech,marketingtech,all,count,4.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,SaaS,saas,all,count,27.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,7.0,2025.pdf,13,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,25700000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,24900000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,28600000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Energy,energy,all,usd,4600000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,68900000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,491500000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,3100000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Marketplace,marketplace,all,usd,70500000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,SaaS,saas,all,usd,10700000.0,2025.pdf,12,high,FALSE
2021,FY,2025,2025,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,5300000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,43.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Biotech,biotech,all,count,8.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,24.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Energy,energy,all,count,13.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Fintech,fintech,all,count,40.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Gaming,gaming,all,count,30.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,28.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Marketingtech,marketingtech,all,count,12.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,SaaS,saas,all,count,35.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,10.0,2025.pdf,13,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,157700000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,14300000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,31000000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Energy,energy,all,usd,11600000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,91800000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,116000000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,125200000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Marketplace,marketplace,all,usd,60100000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,SaaS,saas,all,usd,145400000.0,2025.pdf,12,high,FALSE
2022,FY,2025,2025,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,0.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,65.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Biotech,biotech,all,count,8.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,20.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Energy,energy,all,count,25.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Fintech,fintech,all,count,39.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Gaming,gaming,all,count,50.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,19.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Marketingtech,marketingtech,all,count,13.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,SaaS,saas,all,count,37.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,16.0,2025.pdf,13,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,43400000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,11200000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,7100000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Energy,energy,all,usd,19200000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,30200000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,35100000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,4700000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Marketplace,marketplace,all,usd,6600000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,SaaS,saas,all,usd,43900000.0,2025.pdf,12,high,FALSE
2023,FY,2025,2025,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,2900000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,115.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Biotech,biotech,all,count,76.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,17.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Energy,energy,all,count,27.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Fintech,fintech,all,count,33.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Gaming,gaming,all,count,28.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,60.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Marketingtech,marketingtech,all,count,10.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,SaaS,saas,all,count,40.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,40.0,2025.pdf,13,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,285500000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,73600000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,7700000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Energy,energy,all,usd,3400000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,196600000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,128500000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,252600000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Marketplace,marketplace,all,usd,8700000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,SaaS,saas,all,usd,288400000.0,2025.pdf,12,high,FALSE
2024,FY,2025,2025,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,2500000.0,2025.pdf,12,high,FALSE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,81.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Biotech,biotech,all,count,17.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,14.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Energy,energy,all,count,18.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Fintech,fintech,all,count,39.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Gaming,gaming,all,count,32.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,29.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Marketingtech,marketingtech,all,count,10.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,SaaS,saas,all,count,24.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,10.0,2025.pdf,13,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,36400000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Cybersecurity,cybersecurity,all,usd,19500000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,15200000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Energy,energy,all,usd,11400000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,219700000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,180900000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,13800000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Marketplace,marketplace,all,usd,70400000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,SaaS,saas,all,usd,15200000.0,2025.pdf,12,high,TRUE
2025,FY,2025,2025,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,12000000.0,2025.pdf,12,high,TRUE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,28600000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,68900000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,491500000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,6000000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,3100000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Mobility,mobility,all,usd,32299999.999999996,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,10700000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,5300000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,4300000.0,2026q1.pdf,9,high,FALSE
2021,FY,2026q1,2026,funding_by_vertical_size,vertical,Video,video,all,usd,1000000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,157700000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,91800000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,116000000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,6700000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,125200000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Mobility,mobility,all,usd,3200000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,145400000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,0.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,4000000.0,2026q1.pdf,9,high,FALSE
2022,FY,2026q1,2026,funding_by_vertical_size,vertical,Video,video,all,usd,1100000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,49800000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,30200000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,35100000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,9600000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,4700000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Mobility,mobility,all,usd,17500000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,43900000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,2900000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,1200000.0,2026q1.pdf,9,high,FALSE
2023,FY,2026q1,2026,funding_by_vertical_size,vertical,Video,video,all,usd,200000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,285500000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,196600000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,128500000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,28500000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,252600000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Mobility,mobility,all,usd,5400000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,288400000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,2500000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,1300000.0,2026q1.pdf,9,high,FALSE
2024,FY,2026q1,2026,funding_by_vertical_size,vertical,Video,video,all,usd,0.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,40300000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,220000000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,181000000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,1200000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,16300000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Mobility,mobility,all,usd,6700000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,17800000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,12000000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,2200000.0,2026q1.pdf,9,high,FALSE
2025,FY,2026q1,2026,funding_by_vertical_size,vertical,Video,video,all,usd,0.0,2026q1.pdf,9,high,FALSE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,11400000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,10000000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,34400000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,1500000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,6600000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Mobility,mobility,all,usd,1000000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,6600000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,1500000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,2800000.0,2026q1.pdf,9,high,TRUE
2026,Q1,2026q1,2026,funding_by_vertical_size,vertical,Video,video,all,usd,1500000.0,2026q1.pdf,9,high,TRUE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,50.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Biotech,biotech,all,count,10.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,33.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Energy,energy,all,count,11.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Fintech,fintech,all,count,40.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Gaming,gaming,all,count,54.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,23.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Mobility,mobility,all,count,11.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,SaaS,saas,all,count,27.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,7.0,2026q2.pdf,7,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,28600000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Biotech,biotech,all,usd,15000000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,28600000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,68900000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,491500000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,6000000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,3100000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,10700000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,5300000.0,2026q2.pdf,6,high,FALSE
2021,FY,2026q2,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,4300000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,43.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Biotech,biotech,all,count,8.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,24.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Energy,energy,all,count,13.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Fintech,fintech,all,count,40.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Gaming,gaming,all,count,30.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,28.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Mobility,mobility,all,count,3.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,SaaS,saas,all,count,35.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,10.0,2026q2.pdf,7,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,157700000.0,2026q2.pdf,6,high,FALSE
